customer_id,employee_id,product_id,purchase_date,purchase_id,quantity,total_price
1,1,1,2024-02-01 10:15:00,121,2,2400.0
2,2,2,2024-02-01 11:30:00,122,1,400.0
3,3,3,2024-02-02 09:20:00,123,5,750.0
5,5,5,2024-02-03 13:50:00,125,6,1200.0
6,6,6,2024-02-03 17:10:00,126,2,400.0
7,1,7,2024-02-04 12:30:00,127,4,480.0
8,2,8,2024-02-04 15:00:00,128,10,900.0
9,3,9,2024-02-05 18:40:00,129,1,400.0
10,4,10,2024-02-05 09:15:00,130,3,900.0
11,5,1,2024-02-06 11:45:00,131,7,8400.0
12,6,2,2024-02-06 14:20:00,132,2,800.0
13,1,3,2024-02-07 08:50:00,133,1,150.0
14,2,4,2024-02-07 16:10:00,134,5,2500.0
15,3,5,2024-02-08 12:00:00,135,2,400.0
16,4,6,2024-02-08 17:45:00,136,8,1600.0
17,5,7,2024-02-09 14:00:00,137,6,720.0
18,6,8,2024-02-09 19:20:00,138,3,270.0
20,2,10,2024-02-10 16:50:00,140,1,300.0
21,3,1,2024-02-11 09:45:00,141,4,4800.0
22,4,2,2024-02-11 15:20:00,142,5,2000.0
23,5,3,2024-02-12 13:10:00,143,7,1050.0
24,6,4,2024-02-12 17:30:00,144,2,1000.0
25,1,5,2024-02-13 12:15:00,145,3,600.0
26,2,6,2024-02-13 19:40:00,146,5,1000.0
27,3,7,2024-02-14 14:20:00,147,2,240.0
28,4,8,2024-02-14 17:50:00,148,6,540.0
29,5,9,2024-02-15 11:00:00,149,3,1200.0
30,6,10,2024-02-15 13:30:00/,150,8,2400.0
31,7,1,2024-02-15 13:30:00,151,10,12000.0
32,8,2,2024-02-16 14:10:00,152,3,1200.0
33,9,3,2024-02-17 09:25:00,153,1,150.0
34,10,4,2024-02-17 12:30:00,154,7,3500.0
35,11,5,2024-02-18 16:15:00,155,2,400.0
36,12,6,2024-02-18 18:50:00,156,9,1800.0
37,13,7,2024-02-19 10:30:00,157,4,480.0
38,14,8,2024-02-19 13:20:00,158,1,90.0
39,15,9,2024-02-20 14:40:00,159,5,2000.0
40,16,10,2024-02-20 17:00:00,160,2,600.0
41,17,1,2024-02-21 09:10:00,161,6,7200.0
42,18,2,2024-02-21 15:50:00,162,1,400.0
43,19,3,2024-02-22 12:45:00,163,3,450.0
44,20,4,2024-02-22 18:10:00,164,10,5000.0
47,23,7,2024-02-24 11:15:00/,167,8,960.0
49,25,9,2024-02-25 10:40:00,169,2,800.0
50,26,10,2024-02-25 19:30:00,170,5,1500.0
51,27,1,2024-02-26 14:20:00,171,9,10800.0
52,28,2,2024-02-26 17:10:00,172,2,800.0
53,29,3,2024-02-27 09:50:00,173,7,1050.0
54,30,4,2024-02-27 11:30:00,174,3,1500.0
55,31,5,2024-02-28 12:50:00,175,4,800.0
56,32,6,2024-02-28 16:30:00,176,3,600.0
57,33,7,2024-02-28 18:20:00,177,6,720.0
59,35,9,2024-02-29 11:45:00,179,3,1200.0
60,36,10,2024-02-29 14:10:00/,180,12,3600.0
61,37,1,2024-02-29 17:30:00/,181,8,9600.0
62,38,2,2024-02-29 18:45:00,182,5,2000.0
63,39,3,2024-02-29 20:15:00,183,2,300.0
64,40,4,2024-02-29 22:00:00,184,6,3000.0
65,41,5,2024-02-29 23:10:00,185,4,800.0
66,42,6,2024-02-29 23:50:00,186,2,400.0
67,43,7,2024-02-29 10:15:00/,187,1,120.0
68,44,8,2024-02-29 11:30:00,188,8,720.0
69,45,9,2024-02-29 13:45:00/,189,7,2800.0
10,2,1,2024-02-29 18:10:00,191,20,24000.0
25,3,2,2024-02-29 19:40:00,192,12,4800.0
45,5,4,2024-02-29 23:30:00,194,5,2500.0
50,6,5,2024-02-29 23:59:00/,195,9,1800.0
81,74,6,2024-02-20 11:38:17,196,3,150.0
46,82,7,2024-02-01 17:51:21,197,4,480.0
67,58,3,2024-02-16 21:08:38,200,1,150.0
12,99,5,2024-02-04 14:37:56,201,3,600.0
29,34,9,2024-02-28 07:57:14,202,5,2000.0
75,70,2,2024-02-15 01:16:32,203,2,1600.0
42,15,8,2024-02-02 18:35:50,204,4,360.0
8,51,4,2024-02-25 11:55:08,205,1,500.0
97,87,7,2024-02-13 05:14:26,206,3,360.0
64,28,1,2024-02-07 22:33:44,207,5,6000.0
19,64,10,2024-02-21 15:53:02,208,2,600.0
36,4,3,2024-02-05 09:12:20,209,1,150.0
83,40,5,2024-02-29 02:31:38,210,3,600.0
50,85,9,2024-02-18 19:50:56/,211,5,2000.0
7,21,2,2024-02-03 13:10:14,212,2,1600.0
24,66,8,2024-02-26 06:29:32,213,4,360.0
71,11,4,2024-02-14 23:48:50,214,1,500.0
38,57,7,2024-02-01 17:08:08,215,3,360.0
85,92,1,2024-02-24 10:27:26,216,5,6000.0
8,3,3,2024-02-08 21:06:02/,218,1,150.0
25,48,5,2024-02-22 14:25:20,219,3,600.0
72,84,9,2024-02-06 07:44:38,220,5,2000.0
39,19,2,2024-02-20 00:03:56/,221,2,1600.0
5,65,8,2024-02-04 17:23:14,222,4,360.0
98,10,4,2024-02-28 10:42:32,223,1,500.0
65,56,7,2024-02-17 04:01:50,224,3,360.0
21,91,1,2024-02-11 21:21:08,225,5,6000.0
37,36,10,2024-02-05 14:40:26,226,2,600.0
84,72,3,2024-02-29 07:59:44,227,1,150.0
