customer_id,employee_id,product_id,purchase_date,purchase_id,quantity,total_price
10,4,10,"""2024-01-10 17:15:00""",10,1,300.0
23,5,3,"""2024-01-23 13:50:00""",23,3,450.0
1,1,1,"""2024-01-01 10:30:00""",31,1,1200.0
7,1,7,"""2024-01-07 18:40:00""",37,2,240.0
28,4,8,"""2024-01-28 11:40:00""",58,2,180.0
34,4,4,"""2024-01-28 16:45:00""",64,3,1500.0
9,3,9,"""2024-01-09 10:25:00""",79,2,800.0
13,1,3,"""2024-01-13 11:35:00""",83,2,300.0
17,5,7,"""2024-01-17 12:45:00""",87,4,480.0
28,4,8,"""2024-01-28 11:40:00""",98,2,180.0
36,6,6,"""2024-01-26 12:30:00""",106,4,200.0
37,1,7,"""2024-01-25 18:40:00""",107,2,240.0
38,2,8,"""2024-01-24 15:55:00""",108,1,90.0
