customer_id,employee_id,product_id,purchase_date,purchase_id,quantity,total_price
81,74,6,2024-07-20 11:38:17/,575,3,150.0
46,82,7,2024-07-01 17:51:21,576,4,480.0
53,47,1,2024-07-23 06:45:49,577,5,6000.0
90,13,10,2024-07-09 02:21:13,578,2,600.0
67,58,3,2024-07-16 21:08:38/,579,1,150.0
12,99,5,2024-07-04 14:37:56,580,3,600.0
29,34,9,2024-07-28 07:57:14,581,5,2000.0
75,70,2,2024-07-15 01:16:32/,582,2,1600.0
42,15,8,2024-07-02 18:35:50,583,4,360.0
8,51,4,2024-07-25 11:55:08,584,1,500.0
97,87,7,2024-07-13 05:14:26,585,3,360.0
64,28,1,2024-07-07 22:33:44,586,5,6000.0
19,64,10,2024-07-21 15:53:02,587,2,600.0
36,4,3,2024-07-05 09:12:20,588,1,150.0
83,40,5,2024-07-29 02:31:38,589,3,600.0
50,85,9,2024-07-18 19:50:56,590,5,2000.0
7,21,2,2024-07-03 13:10:14,591,2,1600.0
24,66,8,2024-07-26 06:29:32,592,4,360.0
71,11,4,2024-07-14 23:48:50,593,1,500.0
38,57,7,2024-07-01 17:08:08,594,3,360.0
85,92,1,2024-07-24 10:27:26,595,5,6000.0
52,37,10,2024-07-12 03:46:44,596,2,600.0
8,3,3,2024-07-08 21:06:02,597,1,150.0
25,48,5,2024-07-22 14:25:20,598,3,600.0
72,84,9,2024-07-06 07:44:38,599,5,2000.0
39,19,2,2024-07-20 00:03:56,600,2,1600.0
5,65,8,2024-07-04 17:23:14,601,4,360.0
98,10,4,2024-07-28 10:42:32,602,1,500.0
21,91,1,2024-07-11 21:21:08,604,5,6000.0
84,72,3,2024-07-29 07:59:44,606,1,150.0
51,17,5,2024-07-19 01:19:02,607,3,600.0
9,63,9,2024-07-03 18:38:20,608,5,2000.0
26,8,2,2024-07-27 11:57:38,609,2,1600.0
73,44,8,2024-07-16 05:16:56,610,4,360.0
40,89,4,2024-07-10 22:36:14,611,1,500.0
6,35,7,2024-07-04 15:55:32,612,3,360.0
100,71,1,2024-07-28 09:14:50/,613,5,6000.0
66,16,10,2024-07-18 02:34:08,614,2,600.0
23,62,3,2024-07-02 19:53:26,615,1,150.0
39,7,5,2024-07-26 13:12:44,616,3,600.0
86,43,9,2024-07-15 06:32:02,617,5,2000.0
53,88,2,2024-07-09 23:51:20,618,2,1600.0
10,33,8,2024-07-03 17:10:38,619,4,360.0
27,79,4,2024-07-27 10:29:56/,620,1,500.0
74,24,7,2024-07-16 03:49:14,621,3,360.0
41,60,1,2024-07-10 21:08:32,622,5,6000.0
7,5,10,2024-07-04 14:27:50,623,2,600.0
23,51,3,2024-07-28 07:47:08,624,1,150.0
70,96,5,2024-07-18 01:06:26,625,3,600.0
37,42,9,2024-07-02 18:25:44,626,5,2000.0
83,87,2,2024-07-26 11:45:02,627,2,1600.0
50,33,8,2024-07-15 05:04:20/,628,4,360.0
100,29,7,2024-07-03 15:42:56/,630,3,360.0
67,74,1,2024-07-27 09:02:14,631,5,6000.0
40,65,3,2024-07-11 19:40:50,633,1,150.0
87,11,5,2024-07-05 13:00:08/,634,3,600.0
54,57,9,2024-07-01 06:19:26,635,5,2000.0
11,2,2,2024-07-25 00:38:44/,636,2,1600.0
28,48,8,2024-07-14 17:58:02,637,4,360.0
75,93,4,2024-07-08 11:17:20,638,1,500.0
42,39,7,2024-07-02 04:36:38,639,3,360.0
8,84,1,2024-07-26 21:55:56,640,5,6000.0
95,30,10,2024-07-16 15:15:14,641,2,600.0
62,75,3,2024-07-10 08:34:32,642,1,150.0
