customer_id,employee_id,product_id,purchase_date,purchase_id,quantity,total_price
81,74,6,2024-09-20 11:38:17,719,3,150.0
46,82,7,2024-09-01 17:51:21/,720,4,480.0
53,47,1,2024-09-23 06:45:49,721,5,6000.0
90,13,10,2024-09-09 02:21:13/,722,2,600.0
67,58,3,2024-09-16 21:08:38,723,1,150.0
12,99,5,2024-09-04 14:37:56/,724,3,600.0
29,34,9,2024-09-28 07:57:14/,725,5,2000.0
75,70,2,2024-09-15 01:16:32,726,2,1600.0
42,15,8,2024-09-02 18:35:50/,727,4,360.0
8,51,4,2024-09-25 11:55:08/,728,1,500.0
97,87,7,2024-09-13 05:14:26,729,3,360.0
64,28,1,2024-09-07 22:33:44,730,5,6000.0
19,64,10,2024-09-21 15:53:02,731,2,600.0
36,4,3,2024-09-05 09:12:20,732,1,150.0
83,40,5,2024-09-29 02:31:38,733,3,600.0
50,85,9,2024-09-18 19:50:56,734,5,2000.0
7,21,2,2024-09-03 13:10:14,735,2,1600.0
71,11,4,2024-09-14 23:48:50,737,1,500.0
38,57,7,2024-09-01 17:08:08,738,3,360.0
85,92,1,2024-09-24 10:27:26,739,5,6000.0
52,37,10,2024-09-12 03:46:44,740,2,600.0
8,3,3,2024-09-08 21:06:02,741,1,150.0
25,48,5,2024-09-22 14:25:20/,742,3,600.0
5,65,8,2024-09-04 17:23:14/,745,4,360.0
98,10,4,2024-09-28 10:42:32/,746,1,500.0
65,56,7,2024-09-17 04:01:50/,747,3,360.0
21,91,1,2024-09-11 21:21:08,748,5,6000.0
37,36,10,2024-09-05 14:40:26,749,2,600.0
9,63,9,2024-09-03 18:38:20,752,5,2000.0
26,8,2,2024-09-27 11:57:38,753,2,1600.0
73,44,8,2024-09-16 05:16:56,754,4,360.0
40,89,4,2024-09-10 22:36:14,755,1,500.0
6,35,7,2024-09-04 15:55:32,756,3,360.0
100,71,1,2024-09-28 09:14:50,757,5,6000.0
66,16,10,2024-09-18 02:34:08,758,2,600.0
39,7,5,2024-09-26 13:12:44,760,3,600.0
86,43,9,2024-09-15 06:32:02,761,5,2000.0
53,88,2,2024-09-09 23:51:20,762,2,1600.0
10,33,8,2024-09-03 17:10:38,763,4,360.0
27,79,4,2024-09-27 10:29:56,764,1,500.0
74,24,7,2024-09-16 03:49:14,765,3,360.0
41,60,1,2024-09-10 21:08:32,766,5,6000.0
7,5,10,2024-09-04 14:27:50,767,2,600.0
23,51,3,2024-09-28 07:47:08/,768,1,150.0
70,96,5,2024-09-18 01:06:26,769,3,600.0
37,42,9,2024-09-02 18:25:44,770,5,2000.0
83,87,2,2024-09-26 11:45:02,771,2,1600.0
50,33,8,2024-09-15 05:04:20,772,4,360.0
6,78,4,2024-09-09 22:23:38,773,1,500.0
100,29,7,2024-09-03 15:42:56,774,3,360.0
67,74,1,2024-09-27 09:02:14,775,5,6000.0
24,20,10,2024-09-17 02:21:32,776,2,600.0
40,65,3,2024-09-11 19:40:50,777,1,150.0
87,11,5,2024-09-05 13:00:08,778,3,600.0
54,57,9,2024-09-01 06:19:26,779,5,2000.0
28,48,8,2024-09-14 17:58:02,781,4,360.0
75,93,4,2024-09-08 11:17:20,782,1,500.0
42,39,7,2024-09-02 04:36:38,783,3,360.0
8,84,1,2024-09-26 21:55:56,784,5,6000.0
95,30,10,2024-09-16 15:15:14/,785,2,600.0
62,75,3,2024-09-10 08:34:32,786,1,150.0
18,21,5,2024-09-04 01:53:50,787,3,600.0
35,67,9,2024-09-28 19:13:08,788,5,2000.0
82,12,2,2024-09-18 12:32:26,789,2,1600.0
49,58,8,2024-09-02 05:51:44,790,4,360.0
4,3,4,2024-09-26 23:11:02,791,1,500.0
96,49,7,2024-09-16 16:30:20,792,3,360.0
63,94,1,2024-09-10 09:49:38,793,5,6000.0
