customer_id,employee_id,product_id,purchase_date,purchase_id,quantity,total_price
75,70,2,"""2024-03-15 01:16:32""",278,2,1600.0
7,21,2,"""2024-03-03 13:10:14""",287,2,1600.0
52,37,10,"""2024-03-12 03:46:44""",292,2,600.0
72,84,9,"""2024-03-06 07:44:38""",295,5,2000.0
70,96,5,"""2024-03-18 01:06:26""",321,3,600.0
37,42,9,"""2024-03-02 18:25:44""",322,5,2000.0
83,87,2,"""2024-03-26 11:45:02""",323,2,1600.0
24,20,10,"""2024-03-17 02:21:32""",328,2,600.0
35,67,9,"""2024-03-28 19:13:08""",340,5,2000.0
63,94,1,"""2024-03-10 09:49:38""",345,5,6000.0
