customer_id,employee_id,product_id,purchase_date,purchase_id,quantity,total_price
81,74,6,2024-10-20 11:38:17,795,3,150.0
46,82,7,2024-10-01 17:51:21,796,4,480.0
90,13,10,2024-10-09 02:21:13,798,2,600.0
67,58,3,2024-10-16 21:08:38,799,1,150.0
12,99,5,2024-10-04 14:37:56,800,3,600.0
29,34,9,2024-10-28 07:57:14,801,5,2000.0
75,70,2,2024-10-15 01:16:32,802,2,1600.0
42,15,8,2024-10-02 18:35:50,803,4,360.0
97,87,7,2024-10-13 05:14:26,805,3,360.0
64,28,1,2024-10-07 22:33:44,806,5,6000.0
19,64,10,2024-10-21 15:53:02,807,2,600.0
36,4,3,2024-10-05 09:12:20,808,1,150.0
83,40,5,2024-10-29 02:31:38,809,3,600.0
50,85,9,2024-10-18 19:50:56,810,5,2000.0
7,21,2,2024-10-03 13:10:14,811,2,1600.0
24,66,8,2024-10-26 06:29:32,812,4,360.0
71,11,4,2024-10-14 23:48:50,813,1,500.0
38,57,7,2024-10-01 17:08:08,814,3,360.0
85,92,1,2024-10-24 10:27:26,815,5,6000.0
52,37,10,2024-10-12 03:46:44,816,2,600.0
8,3,3,2024-10-08 21:06:02/,817,1,150.0
25,48,5,2024-10-22 14:25:20,818,3,600.0
72,84,9,2024-10-06 07:44:38,819,5,2000.0
5,65,8,2024-10-04 17:23:14,821,4,360.0
98,10,4,2024-10-28 10:42:32/,822,1,500.0
65,56,7,2024-10-17 04:01:50,823,3,360.0
21,91,1,2024-10-11 21:21:08,824,5,6000.0
37,36,10,2024-10-05 14:40:26,825,2,600.0
84,72,3,2024-10-29 07:59:44,826,1,150.0
51,17,5,2024-10-19 01:19:02/,827,3,600.0
9,63,9,2024-10-03 18:38:20,828,5,2000.0
26,8,2,2024-10-27 11:57:38,829,2,1600.0
73,44,8,2024-10-16 05:16:56,830,4,360.0
6,35,7,2024-10-04 15:55:32,832,3,360.0
100,71,1,2024-10-28 09:14:50,833,5,6000.0
66,16,10,2024-10-18 02:34:08,834,2,600.0
23,62,3,2024-10-02 19:53:26,835,1,150.0
39,7,5,2024-10-26 13:12:44,836,3,600.0
86,43,9,2024-10-15 06:32:02,837,5,2000.0
53,88,2,2024-10-09 23:51:20,838,2,1600.0
10,33,8,2024-10-03 17:10:38,839,4,360.0
27,79,4,2024-10-27 10:29:56,840,1,500.0
74,24,7,2024-10-16 03:49:14,841,3,360.0
41,60,1,2024-10-10 21:08:32,842,5,6000.0
7,5,10,2024-10-04 14:27:50,843,2,600.0
23,51,3,2024-10-28 07:47:08,844,1,150.0
70,96,5,2024-10-18 01:06:26,845,3,600.0
37,42,9,2024-10-02 18:25:44,846,5,2000.0
83,87,2,2024-10-26 11:45:02,847,2,1600.0
50,33,8,2024-10-15 05:04:20,848,4,360.0
6,78,4,2024-10-09 22:23:38,849,1,500.0
100,29,7,2024-10-03 15:42:56,850,3,360.0
67,74,1,2024-10-27 09:02:14,851,5,6000.0
24,20,10,2024-10-17 02:21:32/,852,2,600.0
40,65,3,2024-10-11 19:40:50,853,1,150.0
87,11,5,2024-10-05 13:00:08,854,3,600.0
54,57,9,2024-10-01 06:19:26,855,5,2000.0
11,2,2,2024-10-25 00:38:44,856,2,1600.0
28,48,8,2024-10-14 17:58:02/,857,4,360.0
75,93,4,2024-10-08 11:17:20,858,1,500.0
8,84,1,2024-10-26 21:55:56,860,5,6000.0
95,30,10,2024-10-16 15:15:14/,861,2,600.0
62,75,3,2024-10-10 08:34:32,862,1,150.0
18,21,5,2024-10-04 01:53:50,863,3,600.0
35,67,9,2024-10-28 19:13:08,864,5,2000.0
82,12,2,2024-10-18 12:32:26,865,2,1600.0
49,58,8,2024-10-02 05:51:44,866,4,360.0
4,3,4,2024-10-26 23:11:02,867,1,500.0
96,49,7,2024-10-16 16:30:20,868,3,360.0
63,94,1,2024-10-10 09:49:38,869,5,6000.0
20,40,10,2024-10-04 03:09:56,870,2,600.0
