customer_id,employee_id,product_id,purchase_date,purchase_id,quantity,total_price
81,74,6,"""2024-08-20 11:38:17""",643,3,150.0
8,51,4,"""2024-08-25 11:55:08""",652,1,500.0
7,21,2,"""2024-08-03 13:10:14""",659,2,1600.0
71,11,4,"""2024-08-14 23:48:50""",661,1,500.0
72,84,9,"""2024-08-06 07:44:38""",667,5,2000.0
73,44,8,"""2024-08-16 05:16:56""",678,4,360.0
40,89,4,"""2024-08-10 22:36:14""",679,1,500.0
66,16,10,"""2024-08-18 02:34:08""",682,2,600.0
41,60,1,"""2024-08-10 21:08:32""",690,5,6000.0
7,5,10,"""2024-08-04 14:27:50""",691,2,600.0
67,74,1,"""2024-08-27 09:02:14""",699,5,6000.0
