customer_id,employee_id,product_id,purchase_date,purchase_id,quantity,total_price
46,82,7,2024-04-01 17:51:21,348,4,480.0
53,47,1,2024-04-23 06:45:49,349,5,6000.0
67,58,3,2024-04-16 21:08:38,351,1,150.0
12,99,5,2024-04-04 14:37:56,352,3,600.0
29,34,9,2024-04-28 07:57:14,353,5,2000.0
75,70,2,2024-04-15 01:16:32,354,2,1600.0
42,15,8,2024-04-02 18:35:50,355,4,360.0
8,51,4,2024-04-25 11:55:08/,356,1,500.0
64,28,1,2024-04-07 22:33:44,358,5,6000.0
19,64,10,2024-04-21 15:53:02/,359,2,600.0
36,4,3,2024-04-05 09:12:20,360,1,150.0
50,85,9,2024-04-18 19:50:56,362,5,2000.0
7,21,2,2024-04-03 13:10:14,363,2,1600.0
24,66,8,2024-04-26 06:29:32,364,4,360.0
71,11,4,2024-04-14 23:48:50,365,1,500.0
38,57,7,2024-04-01 17:08:08/,366,3,360.0
85,92,1,2024-04-24 10:27:26,367,5,6000.0
8,3,3,2024-04-08 21:06:02,369,1,150.0
25,48,5,2024-04-22 14:25:20,370,3,600.0
72,84,9,2024-04-06 07:44:38,371,5,2000.0
5,65,8,2024-04-04 17:23:14/,373,4,360.0
98,10,4,2024-04-28 10:42:32,374,1,500.0
65,56,7,2024-04-17 04:01:50,375,3,360.0
21,91,1,2024-04-11 21:21:08,376,5,6000.0
37,36,10,2024-04-05 14:40:26,377,2,600.0
84,72,3,2024-04-29 07:59:44,378,1,150.0
51,17,5,2024-04-19 01:19:02,379,3,600.0
9,63,9,2024-04-03 18:38:20,380,5,2000.0
73,44,8,2024-04-16 05:16:56,382,4,360.0
40,89,4,2024-04-10 22:36:14,383,1,500.0
6,35,7,2024-04-04 15:55:32,384,3,360.0
100,71,1,2024-04-28 09:14:50,385,5,6000.0
66,16,10,2024-04-18 02:34:08,386,2,600.0
23,62,3,2024-04-02 19:53:26,387,1,150.0
39,7,5,2024-04-26 13:12:44,388,3,600.0
86,43,9,2024-04-15 06:32:02,389,5,2000.0
10,33,8,2024-04-03 17:10:38,391,4,360.0
27,79,4,2024-04-27 10:29:56,392,1,500.0
74,24,7,2024-04-16 03:49:14,393,3,360.0
41,60,1,2024-04-10 21:08:32,394,5,6000.0
7,5,10,2024-04-04 14:27:50/,395,2,600.0
23,51,3,2024-04-28 07:47:08,396,1,150.0
70,96,5,2024-04-18 01:06:26,397,3,600.0
37,42,9,2024-04-02 18:25:44,398,5,2000.0
83,87,2,2024-04-26 11:45:02,399,2,1600.0
50,33,8,2024-04-15 05:04:20,400,4,360.0
6,78,4,2024-04-09 22:23:38,401,1,500.0
100,29,7,2024-04-03 15:42:56,402,3,360.0
67,74,1,2024-04-27 09:02:14,403,5,6000.0
24,20,10,2024-04-17 02:21:32,404,2,600.0
40,65,3,2024-04-11 19:40:50,405,1,150.0
87,11,5,2024-04-05 13:00:08,406,3,600.0
54,57,9,2024-04-01 06:19:26,407,5,2000.0
11,2,2,2024-04-25 00:38:44,408,2,1600.0
28,48,8,2024-04-14 17:58:02,409,4,360.0
42,39,7,2024-04-02 04:36:38,411,3,360.0
8,84,1,2024-04-26 21:55:56,412,5,6000.0
95,30,10,2024-04-16 15:15:14,413,2,600.0
18,21,5,2024-04-04 01:53:50,415,3,600.0
35,67,9,2024-04-28 19:13:08/,416,5,2000.0
82,12,2,2024-04-18 12:32:26/,417,2,1600.0
49,58,8,2024-04-02 05:51:44,418,4,360.0
4,3,4,2024-04-26 23:11:02/,419,1,500.0
96,49,7,2024-04-16 16:30:20,420,3,360.0
63,94,1,2024-04-10 09:49:38,421,5,6000.0
20,40,10,2024-04-04 03:09:56,422,2,600.0
