customer_id,employee_id,product_id,purchase_date,purchase_id,quantity,total_price
81,74,6,2024-05-20 11:38:17/,423,3,150.0
46,82,7,2024-05-01 17:51:21,424,4,480.0
53,47,1,2024-05-23 06:45:49,425,5,6000.0
90,13,10,2024-05-09 02:21:13,426,2,600.0
12,99,5,2024-05-04 14:37:56,428,3,600.0
29,34,9,2024-05-28 07:57:14,429,5,2000.0
75,70,2,2024-05-15 01:16:32,430,2,1600.0
42,15,8,2024-05-02 18:35:50,431,4,360.0
8,51,4,2024-05-25 11:55:08,432,1,500.0
64,28,1,2024-05-07 22:33:44,434,5,6000.0
19,64,10,2024-05-21 15:53:02,435,2,600.0
36,4,3,2024-05-05 09:12:20,436,1,150.0
50,85,9,2024-05-18 19:50:56,438,5,2000.0
7,21,2,2024-05-03 13:10:14,439,2,1600.0
24,66,8,2024-05-26 06:29:32,440,4,360.0
71,11,4,2024-05-14 23:48:50/,441,1,500.0
38,57,7,2024-05-01 17:08:08,442,3,360.0
85,92,1,2024-05-24 10:27:26,443,5,6000.0
52,37,10,2024-05-12 03:46:44,444,2,600.0
8,3,3,2024-05-08 21:06:02,445,1,150.0
25,48,5,2024-05-22 14:25:20/,446,3,600.0
72,84,9,2024-05-06 07:44:38,447,5,2000.0
39,19,2,2024-05-20 00:03:56,448,2,1600.0
5,65,8,2024-05-04 17:23:14,449,4,360.0
98,10,4,2024-05-28 10:42:32,450,1,500.0
65,56,7,2024-05-17 04:01:50,451,3,360.0
37,36,10,2024-05-05 14:40:26,453,2,600.0
84,72,3,2024-05-29 07:59:44,454,1,150.0
51,17,5,2024-05-19 01:19:02,455,3,600.0
9,63,9,2024-05-03 18:38:20,456,5,2000.0
26,8,2,2024-05-27 11:57:38,457,2,1600.0
73,44,8,2024-05-16 05:16:56,458,4,360.0
40,89,4,2024-05-10 22:36:14,459,1,500.0
6,35,7,2024-05-04 15:55:32,460,3,360.0
100,71,1,2024-05-28 09:14:50,461,5,6000.0
66,16,10,2024-05-18 02:34:08,462,2,600.0
39,7,5,2024-05-26 13:12:44,464,3,600.0
86,43,9,2024-05-15 06:32:02,465,5,2000.0
53,88,2,2024-05-09 23:51:20,466,2,1600.0
10,33,8,2024-05-03 17:10:38,467,4,360.0
27,79,4,2024-05-27 10:29:56,468,1,500.0
41,60,1,2024-05-10 21:08:32,470,5,6000.0
7,5,10,2024-05-04 14:27:50,471,2,600.0
23,51,3,2024-05-28 07:47:08,472,1,150.0
70,96,5,2024-05-18 01:06:26,473,3,600.0
37,42,9,2024-05-02 18:25:44,474,5,2000.0
83,87,2,2024-05-26 11:45:02,475,2,1600.0
6,78,4,2024-05-09 22:23:38,477,1,500.0
100,29,7,2024-05-03 15:42:56,478,3,360.0
67,74,1,2024-05-27 09:02:14,479,5,6000.0
24,20,10,2024-05-17 02:21:32,480,2,600.0
87,11,5,2024-05-05 13:00:08,482,3,600.0
54,57,9,2024-05-01 06:19:26,483,5,2000.0
11,2,2,2024-05-25 00:38:44,484,2,1600.0
28,48,8,2024-05-14 17:58:02/,485,4,360.0
75,93,4,2024-05-08 11:17:20,486,1,500.0
42,39,7,2024-05-02 04:36:38,487,3,360.0
8,84,1,2024-05-26 21:55:56,488,5,6000.0
95,30,10,2024-05-16 15:15:14/,489,2,600.0
62,75,3,2024-05-10 08:34:32,490,1,150.0
18,21,5,2024-05-04 01:53:50,491,3,600.0
35,67,9,2024-05-28 19:13:08,492,5,2000.0
82,12,2,2024-05-18 12:32:26/,493,2,1600.0
49,58,8,2024-05-02 05:51:44,494,4,360.0
4,3,4,2024-05-26 23:11:02/,495,1,500.0
96,49,7,2024-05-16 16:30:20,496,3,360.0
63,94,1,2024-05-10 09:49:38,497,5,6000.0
20,40,10,2024-05-04 03:09:56,498,2,600.0
